basis,mode,a_angstrom,b_angstrom,energy_hartree
sto-3g,without_edge_01,1.1999999999999997,0.9999999999999999,-1.6462321877224957
sto-3g,full,1.1999999999999997,1.0999999999999999,-1.6659090468979612
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.0999999999999999,-0.9814223075338631
sto-3g,without_edge_01,1.1999999999999997,1.0999999999999999,-1.6302219770192599
sto-3g,full,1.1999999999999997,1.1999999999999997,-1.6366810458096035
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.1999999999999997,-1.0445467151955379
sto-3g,without_edge_01,1.1999999999999997,1.1999999999999997,-1.6104914027027784
sto-3g,full,1.1999999999999997,1.2999999999999998,-1.658197553256465
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.2999999999999998,-1.0915171244793633
sto-3g,without_edge_01,1.1999999999999997,1.2999999999999998,-1.5899079911851728
sto-3g,full,1.1999999999999997,1.4,-1.671496196585311
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.4,-1.1263002921163419
sto-3g,without_edge_01,1.1999999999999997,1.4,-1.570175552003414
sto-3g,full,1.1999999999999997,1.4999999999999998,-1.6789234244175577
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.4999999999999998,-1.1518851015748468
sto-3g,without_edge_01,1.1999999999999997,1.4999999999999998,-1.5521419156875749
sto-3g,full,1.1999999999999997,1.5999999999999996,-1.682215677206195
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.5999999999999996,-1.1705594761046232
sto-3g,without_edge_01,1.1999999999999997,1.5999999999999996,-1.5360882200186885
sto-3g,full,1.1999999999999997,1.6999999999999997,-1.6826596958942428
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.6999999999999997,-1.1840751686422588
sto-3g,without_edge_01,1.1999999999999997,1.6999999999999997,-1.5219848839021686
sto-3g,full,1.1999999999999997,1.7999999999999998,-1.6812055588941213
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.7999999999999998,-1.1937658889828262
sto-3g,without_edge_01,1.1999999999999997,1.7999999999999998,-1.509672495580672
sto-3g,full,1.1999999999999997,1.8999999999999997,-1.6785497529261901
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.8999999999999997,-1.2006406606807754
sto-3g,without_edge_01,1.1999999999999997,1.8999999999999997,-1.498961765463266
sto-3g,full,1.1999999999999997,1.9999999999999996,-1.6751970107028225
sto-3g,one_electron_cross_deleted,1.1999999999999997,1.9999999999999996,-1.2054585609466164
sto-3g,without_edge_01,1.1999999999999997,1.9999999999999996,-1.4896754491653894
sto-3g,full,1.1999999999999997,2.0999999999999996,-1.6715068410847498
sto-3g,one_electron_cross_deleted,1.1999999999999997,2.0999999999999996,-1.2087875372509505
sto-3g,without_edge_01,1.1999999999999997,2.0999999999999996,-1.4816592771212047
sto-3g,full,1.1999999999999997,2.1999999999999997,-1.6677291355447423
sto-3g,one_electron_cross_deleted,1.1999999999999997,2.1999999999999997,-1.211049931405478
sto-3g,without_edge_01,1.1999999999999997,2.1999999999999997,-1.474780401309676
sto-3g,full,1.1999999999999997,2.3,-1.6640318731115118
sto-3g,one_electron_cross_deleted,1.1999999999999997,2.3,-1.212557459684381
sto-3g,without_edge_01,1.1999999999999997,2.3,-1.4689225828483912
sto-3g,full,1.1999999999999997,2.3999999999999995,-1.6605228159361425
sto-3g,one_electron_cross_deleted,1.1999999999999997,2.3999999999999995,-1.2135381001639591
sto-3g,without_edge_01,1.1999999999999997,2.3999999999999995,-1.4639814740611632
sto-3g,full,1.1999999999999997,2.4999999999999996,-1.6572663498162883
sto-3g,one_electron_cross_deleted,1.1999999999999997,2.4999999999999996,-1.2141568144671067
sto-3g,without_edge_01,1.1999999999999997,2.4999999999999996,-1.4598606851712899
sto-3g,full,1.2999999999999998,0.7,-1.692767688468832
sto-3g,one_electron_cross_deleted,1.2999999999999998,0.7,-0.4626931246303365
sto-3g,without_edge_01,1.2999999999999998,0.7,-1.6339634526682616
sto-3g,full,1.2999999999999998,0.7999999999999999,-1.7230764811852426
sto-3g,one_electron_cross_deleted,1.2999999999999998,0.7999999999999999,-0.6757392203192767
sto-3g,without_edge_01,1.2999999999999998,0.7999999999999999,-1.6686910998475106
sto-3g,full,1.2999999999999998,0.8999999999999999,-1.7250252870287364
sto-3g,one_electron_cross_deleted,1.2999999999999998,0.8999999999999999,-0.8300155571786378
sto-3g,without_edge_01,1.2999999999999998,0.8999999999999999,-1.675577606747562
sto-3g,full,1.2999999999999998,0.9999999999999999,-1.7105584196287795
